shop_id,nama_toko,username_shopee,followers,jumlah_produk,rating,rating_baik,rating_normal,rating_buruk,lokasi,official,verified,preferred_plus,response_rate,response_time_detik,cancellation_rate,deskripsi,estimasi_total_orders,estimasi_monthly_orders,estimasi_monthly_revenue_idr
56759379,"Brunbrun Paris Official Shop","brunbrun.paris",354044,17,4.872263,98016,1636,395,"KOTA TANGERANG","Ya","Tidak","Tidak",97,838,0,"Brunbrun Paris Official Shop adalah akun resmi dari Brunbrun Paris di Platform Shopee dan merupakan bagian dari program Service By Shopee (SBS). Layanan ini dikelola oleh Shopee untuk membantu penjual",800376,22233,1778640000
26738823,"RINNA DIAZELLA Official Shop","grosir_cream_rd",345492,163,4.812887,891154,19915,6975,"KOTA SURABAYA","Tidak","Ya","Tidak",100,4427,0,"RINNA DIAZELLA Official shop merupakan akun resmi RINNA DIAZELLA di platform Shopee.
Waktu Operasional : 
Senin sd Minggu, 09.00 - 17.00 
Pengiriman dilakukan setiap Senin sd Minggu pukul 16.00.
Open",7344352,204010,16320800000
38631574,"Natur Official Store","backtonatur",342158,134,4.869966,446100,7176,1575,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",98,181,0,"NATUR Official Store merupakan akun resmi PT. Gondowangi Tradisional Kosmetika di Shopee. Kami menyediakan berbagai macam produk perawatan rambut dengan mengusung konsep ""Back to Nature, Alami Lebih B",3638808,101078,8086240000
1102758398,"Mlen Diary Official Store","mlendiary.official.id",328911,72,4.905807,349651,4232,1030,"KAB. TANGERANG","Ya","Tidak","Tidak",100,17,0,"Mlen Diary Official Store adalah Akun Resmi Dari Mlen Diary di Platform Shopee 
Mlen Diary adalah merek bulu mata global Visi kami adalah menyediakan solusi kecantikan bulu mata yang dipersonalisa",2839304,78870,6309600000
1350243576,"3CE Official Store","3ceindonesia",323056,59,4.920358,106135,1139,372,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",100,29,0,"3CE Official Store adalah akun resmi 3CE di Shopee.
Anda bisa berbelanja kapan saja karena toko kami beroperasi 24 jam.",861168,23921,1913680000
311304946,"Miranda Official Shop","mirandahaircare",317600,129,4.886724,369284,5288,1138,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,24,0,"Miranda Official Shop adalah akun resmi dari MIRANDA Hair Care di platform Shopee, menyediakan berbagai produk perawatan & kecantikan rambut Miranda® dan For Him by Miranda®.
#BeautifulHairEveryday

W",3005680,83491,6679280000
35456928,"HargaOkay","hargaokay",315045,1463,4.750454,1080551,45267,13287,"KAB. TANGERANG","Tidak","Ya","Ya",100,7618,0,"*SEBELUM KOMENT JELEK DAN RATING BINTANG 1 TOLONG KOMPLAIN TERLEBIH DAHULU SUPAYA BISA PROSES GANTI RUGI DAN SERTAKAN VIDEO UNBOXING TERIMA KASIH 

⭐HARGAOKAY Official Shop⭐
HARGAOKAY Official S",9112840,253134,20250720000
51673645,"BEAUTIFUL SHOP 2","beautifulshop2",312758,610,4.723665,1413207,65473,16155,"KOTA DEPOK","Tidak","Ya","Ya",94,3739,0,"TERIMA KASIH TELAH BERKUNJUNG DAN BERBELANJA DI TOKO BEAUTIFUL SHOP

HAPPY SHOPPING !!!",11958680,332186,26574880000
240712269,"Fast Beauty Official Shop","fastbeautyid",293534,381,4.911639,221358,2139,566,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",99,12997,0,"Fast Beauty Official Shop
Welcome to Fast Beauty Official Shop. Fast Beauty Official Shop merupakan akun resmi milik Fast Beauty Indonesia di platform Shopee. Seluruh produk yang dijual merupakan prod",1792504,49792,3983360000
1021981712,"gouté Official Store","goute.id",284807,32,4.889475,376572,4785,781,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",100,16,0,"Be bold. Be expressive. Be confident.
#GouWithIt",3057104,84920,6793600000
667816486,"KÉRASTASE Official Shop","kerastaseofficialshop",283152,101,4.922234,100325,969,613,"KAB. BEKASI","Ya","Tidak","Tidak",100,2037,0,"Kérastase Official Shop adalah akun resmi dari Kérastase di platform Shopee.
Kérastase adalah brand perawatan rambut professional luxury terkemuka di dunia. 
Dapatkan produk perawatan rambut & kulit k",815256,22646,1811680000
78892667,"Enesis Official Shop","enesisofficialshop",271809,590,4.925584,868146,7220,2340,"KOTA BEKASI","Ya","Tidak","Tidak",100,27,0,"Enesis Official adalah akun resmi Enesis Group dan merupakan bagian dari program Service By Shopee (SBS). Layanan ini dikelola oleh Shopee untuk membantu penjual Shopee dalam pemrosesan pesanan serta",7021648,195046,15603680000
536763597,"Pyary Herbal Shop","pyaryherbal.official",271616,35,4.888674,297368,3160,468,"KAB. TEMANGGUNG","Ya","Tidak","Tidak",99,4505,0,"Pyary Herbal Shop merupakan Distributor resmi PYARY dari 
PT Sanobar , yang berlokasi di Temanggung Jawa Tengah Indonesia yang sudah tersertifikasi resmi BPOM dengan No. NA17190500010 dengan varian pr",2407968,66888,5351040000
134089202,"Bioderma Official Shop","biodermaofficialstore",269536,82,4.940619,133222,758,341,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,18,1,"Bioderma Official adalah akun resmi Bioderma Indonesia di platform Shopee. 
Bioderma merupakan dermo-kosmetik asal Perancis yang telah memiliki pengalaman lebih dari 35 tahun mendampingi dokter kulit",1074568,29849,2387920000
550142820,"GENTLY Official Store","gentlyindonesia",259054,65,4.907118,549671,3978,657,"KAB. BEKASI","Ya","Tidak","Tidak",100,1602,0,"GENTLY Official Store adalah akun resmi dari GENTLY di platform Shopee. Waktu operasional: Senin - Jumat (08.00 - 17.00) dan Sabtu  (08.00 - 12.00)",4434448,123179,9854320000
228896111,"Lae Sa Luay Official Shop","laesaluayindonesia",256470,57,4.856848,232261,4034,543,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",85,7299,0,"Lae Sa Luay No.1 Your Hair Care Solution
Lae Sa Luay Official Shop adalah akun resmi dari Lae Sa Luay di platform Shopee. 
Merupakan Best no.1 Hair Treatment

#startyourjourneywithlsl

>>Ikuti Officia",1894704,52631,4210480000
138164542,"Sariayu Martha Tilaar Official Shop","sariayu_marthatilaar",252193,284,4.899324,256447,2694,614,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",100,5879,0,"Sariayu Martha Tilaar Official Shop adalah akun resmi dari Sariayu Martha Tilaar di Platform Shopee. 
Jam operational Toko : Senin s/d Jumat, Jam 8.00 - 16.30 WIB. Hari Sabtu, Minggu, Tanggal Merah :",2078040,57723,4617840000
5981492,"CKK OFFICIAL","ckkofficial",251580,477,4.798806,806274,25277,7633,"KAB. TANGERANG","Tidak","Ya","Ya",98,6932,0,"WELCOME TO CKK OFFICIAL 

Semua Barang Ready stok ya , jadi silahkan diorder ya kaka

PERHATIAN !!!
       Kami adalah supplier / distributor dari Jakarta.
       Jika barang yang diterima",6713472,186485,14918800000
18163317,"FAVO.id Official Store","favo.official",246159,3025,4.893915,1181769,13791,3495,"KOTA JAKARTA SELATAN","Ya","Tidak","Tidak",100,5092,0,"Apapun kebutuhan esensial Anda, kami siap mempersembahkan yang terbaik. Nikmati manfaat dari produk-produk andalan kami, mulai dari suplemen kesehatan, produk pasutri, serta perawatan tubuh, wajah, da",9592440,266457,21316560000
491338237,"Tian & Yi","tianyistore",246147,2182,4.771402,1450914,54832,18407,"KAB. TANGERANG","Tidak","Ya","Ya",100,6010,0,"⚜️  WELCOME TO TIAN & YI   ⚜️
Akun Resmi Suplier dan Distributor Termurah Di Platform Shopee
Alasan Mengapa Harus Belanja Di Toko Kami:
Packing aman dan rapi 
Toko buka setiap hari full time",12193224,338701,27096080000
67964061,"alatsulam.inc","alatsulam.inc",244452,286,4.880854,802109,12228,3332,"KOTA TANGERANG","Tidak","Ya","Ya",100,780,0,"Supplier eyelash extension dan alat sulam termurah

Semua barang kita 100% original ya sis 
 
 Jam operasional kami dari 08.00-17.00 (Senin-Jumat).

 Sabtu dan Minggu chat akan tetap dibalas.",6541352,181704,14536320000
9280772,"chusnulcotimah","chusnulcotimah",237323,389,4.857446,1417572,25961,7637,"KOTA SURABAYA","Tidak","Ya","Ya",87,10212,0,"ketik di map SAS TOSERBA
w@ ini ya
081.2.30.2.0.90.42.",11609360,322482,25798560000
164273511,"Secret Clean Official Shop","secretclean",232478,92,4.854943,321277,5670,1099,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,51,0,"Secret Clean Official Shop adalah akun resmi Secret Clean di platform Shopee. Menjual rangkaian produk kesehatan.

**Sebelum membuka paket yang telah diterima diharapkan merekam terlebih dahulu demi k",2624368,72899,5831920000
86681009,"luckymall.id","luckymall.id",229177,1466,4.820744,535400,12737,4255,"KOTA JAKARTA BARAT","Tidak","Ya","Ya",92,6566,0,"menyediakan berbagai produk kebutuhan anda
semua barang ready stock 
siap kirim seluruh Indonesia 
melayani ecer dan grosir 
reseller and dropshipper 

#Tas #Drone #mainan #mainananak #cctv #s",4419136,122754,9820320000
63954764,"Makarizo Professional Official Shop","makarizo.professional",228489,228,4.904244,419443,4442,1206,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",100,562,0,"Makarizo Professional Official Shop adalah Seller Resmi Makarizo Professional di Platform Shopee. Makarizo Professional merupakan Brand Rambut Terpercaya yang telah memproduksi dan mengembangkan produ",3400728,94465,7557200000
5610674,"Medan Beauty Care","medanbeautycare",223565,2209,4.82622,2160666,44234,18747,"KOTA MEDAN","Tidak","Ya","Ya",92,4764,0,"TOKO MEDAN BEAUTY CARE AKTIF DI GRATIS ONGKIR EXTRA NIKMATI GRATIS ONGKIR HINGGA 50RB SESUAI DENGAN KETENTUAN YANG BERLAKU.
Anda mencari produk grosiran kosmetik murah??disini tempatnya sista..barang",17789176,494144,39531520000
40121814,"Natasha Skincare Official","natashaskin",222770,355,4.899291,310132,3105,1023,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,32,0,"Natasha Skincare Official merupakan akun resmi milik Natasha Skin Clinic Center di platform Shopee.

Di Natasha ada 3 Kategori Kemasan
1. Teen's Series untuk usia dibawah 20 tahun 
2. Woman Series
3.",2514080,69836,5586880000
1108744801,"CeraVe Official Store","ceraveindonesia",221464,243,4.912641,187243,2039,797,"KOTA BEKASI","Ya","Tidak","Tidak",100,15,0,"Cerave Official Store adalah akun resmi dari CeraVe  di platform Shopee. CeraVe merupakan merek perawatan kulit no. 1 yang direkomendasikan oleh Dermatolog di Amerika Serikat. Operational Hour : Senin",1520632,42240,3379200000
108420030,"Skin Game Official Shop","skingameofficial",220598,58,4.936132,193629,1138,152,"KOTA TANGERANG","Ya","Tidak","Tidak",100,3145,0,"Skin Game Official Shop adalah akun resmi dari Skin Game di platform Shopee.
-
✨ Operasional: Senin-Sabtu (09:00 - 16:00).
✨ Pengiriman H+1 order diterima (Minggu, tgl merah tidak ada pengiriman).
✨ P",1559352,43315,3465200000
39277435,"SILKYGIRL Official Shop","silkygirlofficial",216888,88,4.845495,131812,2822,581,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",100,18,0,"SILKYGIRL Official Shop merupakan akun resmi milik PT. Alliance Cosmetics Indonesia dikelola oleh Aloshop by Shipper Indonesia di Shopee.

Waktu operasional 
Senin-Jumat 09.00-21.00 
Sabtu dan Tanggal",1081720,30048,2403840000
80079301,"Rollover Reaction ","rolloverreaction",208372,23,4.941481,93059,721,79,"KOTA DEPOK","Ya","Tidak","Tidak",100,3411,2,"Selamat datang di Official Store Rollover !

- Proses Order & Pengiriman
1. Jam Operasional: Senin-Jumat (09.00 - 17.00)
2. Pesanan di proses setiap hari Senin s/d Jumat (tidak termasuk Sabtu, Minggu",750872,20858,1668640000
37421755,"BHUMI Official Shop","bhumiofficial",199433,79,4.930244,134184,864,135,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",89,10500,0,"Bhumi adalah rangkaian skincare dengan kandungan natural yang dikembangkan dengan bahan-bahan terbaik dari alam. Produk-produk Bhumi diformulasikan dengan teknologi terkini agar aman untuk kulit canti",1081464,30041,2403280000
12057760,"Fanbo Cosmetics Official Store","fanbocosmetics",198827,126,4.885208,156430,2292,362,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,276,0,"Fanbo Cosmetics Official Shop adalah akun resmi untuk produk-produk Fanbo di platform Shopee.
Effortless Beauty,
Fanbo untuk wanita aktif yang menyukai kecantikan natural,  sehingga cantik terasa lebi",1272672,35352,2828160000
24655866,"La Paris Parfum Official Shop","laparisofficial",196649,214,4.846558,220007,5057,763,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",100,4792,1,"La Paris Official Shop merupakan akun resmi La Paris di Shopee.

Produk-produk La Paris diformulasikan dengan kualitas konsentrat parfum terbaik dari Eropa. Terinspirasi dari aroma-aroma parfum kelas",1806616,50184,4014720000
10912447,"Eloi Coco Official Shop","eloicoco",196122,58,4.880574,245947,4353,763,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",100,537,0,"Perfumery with Mission, For Every Generation. Kami menjamin keaslian dan keamanan produk sudah terdafrtar dan tersertifikasi BPOM. Pengiriman Senin - Sabtu (09.00 - 12.00).",2008504,55792,4463360000
312989195,"Mandom Official Shop","mandomindonesia",194473,639,4.870444,604113,10474,2308,"KOTA BEKASI","Ya","Tidak","Tidak",100,27,0,"MANDOM Official Shop merupakan akun yang dikelola oleh PT. Shopee Indonesia untuk mendistribusikan produk MANDOM Indonesia khususnya di platform Shopee. Seluruh prduk dibuat dengan standardisasi kuali",4935160,137088,10967040000
1250772463,"Tirtir Official Store","tirtirindonesia",188603,42,4.952053,132775,702,132,"KOTA TANGERANG","Ya","Tidak","Tidak",79,13383,0,"Tirtir Official Shop adalah akun resmi dari Tirtir di platform Shopee.
Operational Hour : Senin - Jumat (09.00-18.00)",1068872,29691,2375280000
968679677,"Loluna Official Store","lolunaofficial",184778,53,4.91013,346683,2655,490,"KOTA JAKARTA SELATAN","Ya","Tidak","Tidak",100,5108,0,"Loluna Official Store adalah akun resmi dari Loluna di platform Shopee. Waktu Operasional: Senin - Sabtu jam 08.00 - 17.00. Loluna adalah brand baby skincare pertama dengan 5X Ceramide di Indonesia. D",2798624,77740,6219200000
258445295,"Kojie San Indonesia Official Shop","kojiesan.indonesia",183776,41,4.912465,282878,2276,426,"KAB. TANGERANG","Ya","Tidak","Tidak",92,10511,0,"SKINCARE KOJIC ACID PERTAMA di INDONESIA
Dapatkan Rangkaian Kojie San untuk kulit cerah merata, bebas kusam

Kojie San Indonesia Official Shop merupakan official shop resmi dari Kojie San diplatform S",2284640,63462,5076960000
998472598,"UNITARY Official Store","unitarybeauty",181332,81,4.870977,377688,5026,849,"KOTA TANGERANG","Ya","Tidak","Tidak",100,59,0,"Unitary Official Store adalah akun resmi dari Unitary di platform Shopee. 
Waktu Operasional: Senin - Jumat (08.00 - 17.00). 
In Unitary, We’re committed to providing you with safe, efficient,and envi",3068504,85236,6818880000
884855345,"Buttered Official Shop","butteredofficial",180397,35,4.924977,201897,1500,203,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,4664,0,"Buttered Official Shop adalah akun resmi dari Buttered di platform Shopee.

Jam operasional:
Senin - Jumat 9.00-18.00",1628800,45244,3619520000
131418876,"LT Pro Official Shop","ltproofficial",179233,106,4.918372,106821,802,189,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",100,30,0,"Ltproofficial adalah akun resmi dari LT Pro dan merupakan bagian dari program Service By Shopee (SBS). Layanan ini dikelola oleh Shopee untuk membantu penjual Shopee dalam pemrosesan pesanan serta pen",862496,23958,1916640000
4653641,"Poupeepou Official Shop","poupeepouofficial",175869,111,4.832179,195545,4287,813,"KAB. KARAWANG","Ya","Tidak","Tidak",100,3605,0,"Poupeepou Official Shop adalah akun resmi dari Poupeepou di platform Shopee.

 Pastikan membaca deskripsi produk sebelum membeli ya
 Sabtu, Minggu & tgl merah libur, tidak ada pengiriman ya soba",1605160,44588,3567040000
88079439,"L'Occitane Official Shop","loccitaneofficialshop",171824,238,4.93991,36213,268,178,"KOTA JAKARTA PUSAT","Ya","Tidak","Tidak",100,4059,0,"L'Occitane Official Shop adalah akun resmi L'Occitane en Provence di platform Shopee, yang menyediakan produk perawatan tubuh, perawatan wajah dan wewangian ke berbagai penjuru dunia. 

L'Occitane did",293272,8146,651680000
225446986,"Pinkberry Official Store","pinkberryofficial",170374,55,4.896202,111451,1263,261,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,22,0,"PinkBerry Official Store adalah akun resmi dari PinkBerry di Platform Shopee.
Telah hadir di Indonesia, Pinkberry dengan kualitas terbaik dan harga yang terjangkau ingin agar semua perempuan khususnya",903800,25106,2008480000
200766350,"Everpure Official Shop","everpure",168115,27,4.857127,279394,4731,704,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",100,15,0,"Everpure Official Shop merupakan Akun Resmi dari Everpure di Platfrom Shopee. 

Jam Operasional :
Senin-Jumat 8AM - 8PM.
Sabtu Minggu Slow Respon.
Estimasi pengiriman paling cepat H+1 setelah transfer",2278632,63295,5063600000
317011437,"Dyson Official Shop","dysonofficialstore",165342,52,4.946263,6525,45,36,"KAB. BEKASI","Ya","Tidak","Tidak",100,4566,0,"",52848,1468,117440000
872180088,"RtopR Indonesia Official Shop","rtopr.indonesia",164349,42,4.811501,144684,3822,599,"KAB. TANGERANG","Ya","Tidak","Tidak",100,26,0,"✨RtopR Indonesia Official Shop adalah akun resmi dari RtopR di platformShopee
Real Is Top Rarity 
Merek tanaman yang lembut dan nyaman, berkomitmen untuk menciptakan konsep perawatan kulit yang murn",1192840,33134,2650720000
147307215,"Varesse Official Shop","varesse",161841,52,4.89365,42766,428,39,"KOTA BEKASI","Ya","Tidak","Tidak",96,3429,0,"Varesse is a premium quality anti aging hair care to #RenewAgingHair and #SimplifyYourHairRoutine

Varesse Official Shop adalah akun resmi dari Varesse di platform Shopee.

Mohon untuk membaca deskrip",345864,9607,768560000
610201703,"Olay Official Shop","olayindonesiaofficial",159012,186,4.901999,300776,2951,829,"KOTA BEKASI","Ya","Tidak","Tidak",100,9,0,"Olay Official Shop adalah akun resmi dari Olay di platform Shopee.
Operasional Toko: 
Senin - Jumat || 08.00 - 17.00 WIB
Selamat berbelanja di toko kami!",2436448,67679,5414320000
99513899,"FSS For Skin's Sake Official","forskinssake",157574,40,4.939178,135758,742,167,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,4888,0,"For Skin's Sake Official Store adalah akun resmi dari For Skin's Sake di platform Shopee.

For Skin's Sake (FSS) is an Indonesian brand that holds its products to a higher standard by being committed",1093336,30370,2429600000
42019505,"INGLOT OFFICIAL STORE","inglotofficialstore",157505,383,4.925419,38232,405,97,"KOTA JAKARTA PUSAT","Ya","Tidak","Tidak",90,5235,3,"Selamat datang di INGLOT Official Store, toko resmi INGLOT di Shopee.

Semua produk INGLOT telah tersertifikasi HALAL oleh Majelis Ulama Polandia.

Sejak 1983 di Polandia, Eropa, INGLOT telah menjadi",309872,8608,688640000
12735630,"Hanami Aura","hanami.hana",153726,70,4.837811,333042,8268,1110,"KOTA JAKARTA UTARA","Tidak","Ya","Ya",85,5434,0,"✅BATAS PROSES ORDER (VIA EKSPEDISI)

SENIN-SABTU JAM 14.00 WIB 

LEWAT DARI ITU DI PROSES DI HARI KERJA BERIKUTNYA
 
✅TIDAK MENERIMA REQUEST WARNA/MODEL MELALUI CHAT/ KETERANGAN. SILAKAN ORDER SESUAI",2739360,76093,6087440000
37557990,"Missha Indonesia Official Shop","misshaid",152306,27,4.927981,161532,1142,190,"KOTA TANGERANG","Ya","Tidak","Tidak",80,6974,1,"Missha Indonesia Official Shop #1st and The Only Authorized Seller on Shopee
Operation Time : 09.00-18.00 WIB",1302912,36192,2895360000
93108519,"Mukka Official Shop","mukka_kosmetik",147159,26,4.816402,216921,6027,1105,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,1387,0,"Mukka Official Shop adalah akun resmi dari Mukka Kosmetik di Platform Shopee
★OFFICIAL ACCOUNT OF MUKKA OFFICIAL SHOP IN SHOPEE★ 
Mukka merupakan kosmetik import dan sudah dipasarkan sejak tahun 2004,",1792424,49790,3983200000
453953370,"YUK SHOPPING MALL","yuk.shopping.mall",146724,2381,4.749721,415873,16894,5420,"KAB. TANGERANG","Tidak","Ya","Ya",100,7023,0,"*SEBELUM KOMENT JELEK DAN RATING BINTANG 1 TOLONG KOMPLAIN TERLEBIH DAHULU SUPAYA BISA PROSES GANTI RUGI DAN SERTAKAN VIDEO UNBOXING TERIMA KASIH 

⭐YUK SHOPPING MALL⭐
 YUK SHOPPING MALL Adalah",3505496,97375,7790000000
376910750,"Pendora Scents Official Store","pendorascentsofficialstore",145245,2,4.889503,30158,544,84,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",88,6198,0,"Pendora Scents Official Shop adalah akun resmi dari Pendora Scents Indonesia di platform Shopee. Pendora Scents adalah Parfum Dubai yang diformulasikan dari bahan-bahan alami dan vegan, dan telah lulu",246288,6841,547280000
60030905,"Essential Oil - Aroma Ruangan","wwen_shop",143618,264,4.745994,388261,17972,4106,"KOTA JAKARTA BARAT","Tidak","Ya","Ya",99,2514,0,"selamat datang di wwen_shop..
kami adalah importir berbagai macam perlengkapan rumah, mainan anak, kosmetik, Tas Fashion dari Pabrik Besar sehingga Harga Kami Pasti MURAH

= welcome reseller and welco",3282712,91186,7294880000
1217428486,"SK-II Official Store","skiiofficialstore",137855,61,4.969565,25628,68,48,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",100,4101,1,"SK-II Indonesia Official Store adalah akun resmi dari SK-II di platform Shopee.

Chat dibalas pada: Senin-Jumat 09:00 - 18:00
Proses order dan pengiriman: Senin-Jumat (di luar hari libur)",205952,5721,457680000
59078646,"Kleveru Official Shop","kleveru",136856,20,4.931524,133355,669,51,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",78,11344,0,"Kleveru Official Shop adalah akun resmi dari Kleveru di Platform Shopee. 
a kleveru way to pamper yourself! 
Nature-Based Innovative Ingredients
1st local skin barrier-friendly skincare
✨Certified Org",1072600,29794,2383520000
251619247,"Tone Official Shop","toneofficial",136352,132,4.880576,230196,3870,601,"KOTA BANDUNG","Ya","Tidak","Tidak",88,5381,0,"Tone Official Shop adalah akun resmi dari Tone di platform Shopee.
Tone adalah sebuah brand kecantikan dan kesehatan yang mengutamakan kualitas dengan harga terjangkau. Tone, Embellish The Future.

Ja",1877336,52148,4171840000
58821479,"SA Naturel Official Shop","sanaturelbyshandyaulia",134946,27,4.858893,78816,1305,144,"KOTA JAKARTA SELATAN","Ya","Tidak","Tidak",95,5013,0,"SA Naturel Official Shop adalah akun resmi dari SA Naturel by Shandy Aulia di platform Shopee.
Jam Operasional: Senin-Minggu, 09.00 - 22.00 WIB.
Pengiriman: Senin - Jumat.

SA Naturel by Shandy Aulia",642120,17837,1426960000
233715346,"Viva Cosmetics Store Bandung","indocostique.bdg",134727,222,4.885304,450492,5200,1177,"KOTA BANDUNG","Ya","Tidak","Tidak",95,4350,0,"Viva Cosmetics Authorized Store Bandung adalah akun resmi dari Viva Cosmetics di Platform Shopee

Kami melayani tanya jawab sesuai jam kerja di bawah ini :
Senin s/d Jumat  Jam 08.00 - 16.00 
Sabtu ,",3654952,101526,8122080000
275920301,"Masami Official Shop","masamiofficial",134576,150,4.92636,140621,1448,351,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",100,233,0,"Masami Shouko Official Shop adalah akun resmi dari Masami di Platform Shopee

#ExperienceMakeup

Resi akan diinput H+1 setelah pengiriman
Orderan yang dikonfirmasi sebelum jam 14.00 akan dikirim di",1139360,31649,2531920000
93933822,"Artisan Pro Official Shop","artisanproofficial",129721,81,4.954172,166836,693,109,"KOTA TANGERANG","Ya","Tidak","Tidak",88,4959,0,"Operasional Senin-Jumat Pukul 10.00-17.00 WIB
Artisan Pro Official Shop adalah akun resmi dari Artisan Professionnel di platform Shopee.
Artisan Professionnel memiliki standar terbaik dalam setiap pen",1341104,37253,2980240000
889248565,"stockami","stockami",129704,2646,4.751461,876666,36024,13184,"KAB. TANGERANG","Tidak","Ya","Tidak",100,170,0,"Stockami",7406992,205750,16460000000
1086668461,"From This Island Official Store","fromthisisland",129166,62,4.948882,112210,631,73,"KOTA JAKARTA TIMUR","Ya","Tidak","Tidak",99,6676,0,"From This Island Flagship Store adalah akun resmi dari brand From This Island di platform shopee. Waktu Operasional : Senin sampai Jumat pukul 09.00 - 17.00",903312,25092,2007360000
64639547,"SASC Official Shop","sasc.official",127329,50,4.917992,52490,574,127,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",100,2,0,"SASC is the Official Store in Shopee. 
SASC - Socially Aware Sexy Cosmetics is the leading Social Enterprise that aims to empower women through beauty. Welcome to #BeautyWithACause. 

Our products is",425528,11820,945600000
222854973,"Xi XiU Official Shop","xixiuofficial",124880,96,4.85783,153649,2932,458,"KAB. TANGERANG","Ya","Tidak","Tidak",100,5279,0,"Xi XiU Official Shop adalah akun resmi dari Xi XiU Cosmetic di Platform Shopee.
Xi XiU Cosmetic merupakan produk kecantikan yang menyediakan beragam produk kosmetik terbaik untuk semua kalangan.
Visi",1256312,34898,2791840000
76793963,"Moko Moko Official Shop","mokomokoofficial",120371,42,4.856998,48491,966,164,"KOTA JAKARTA PUSAT","Ya","Tidak","Tidak",67,5082,0,"Moko Moko Official Shop adalah akun resmi dari Moko Moko di platform Shopee.",396968,11027,882160000
897794453,"FAV Beauty Official Store","fav_beauty",119650,56,4.845975,175452,3507,568,"KOTA JAKARTA UTARA","Ya","Tidak","Tidak",100,19,0,"FAV Beauty, Brand yang diciptakan untuk merawat kulit tanpa bahan yang berbahaya, tanpa alkohol, dan halal. FAV Beauty selalu memberikan produk terbaik dari bahan alami. Kami percaya bahwa setiap oran",1436216,39895,3191600000
8463767,"Vienna Beauty Official","viennabeauty",115721,276,4.821121,121040,2897,708,"KAB. TANGERANG","Ya","Tidak","Tidak",100,12672,0,"Vienna Beauty Official Shop adalah akun resmi atau official shop dari PT Cakra Daya Makmur di platform Shopee. Kami menawarkan beragam produk berkualitas dan berstandar tinggi dengan mengikuti standa",997160,27699,2215920000
40861383,"Jarte Beauty Official Shop","jartebeauty",115062,38,4.910756,49102,536,69,"KOTA JAKARTA BARAT","Ya","Tidak","Tidak",97,5442,0,"Hi, Welcome to Jarte Beauty!

Harap dibaca terlebih dahulu.

Jarte Beauty Official Shop merupakan akun resmi milik PT Ricco Karta Sejahtera di platform Shopee.

Produk Jarte beauty: BPOM, Paraben-free",397656,11046,883680000
131133483,"La Tulipe Official Shop","latulipeofficial",114963,137,4.888837,90474,1091,256,"KOTA BEKASI","Ya","Tidak","Tidak",100,21,0,"Latulipeofficial adalah akun resmi dari La Tulipe dan merupakan bagian dari program Service By Shopee (SBS). Layanan ini dikelola oleh Shopee untuk membantu penjual Shopee dalam pemrosesan pesanan ser",734568,20405,1632400000
593789,"NUTRISHE Official Shop","nutrisheofficialshop",114314,31,4.89354,108885,1199,184,"KAB. SLEMAN","Ya","Tidak","Tidak",100,8784,0,"Nutrishe Official Shop adalah  Akun resmi dari Nutrishe di platform Shopee.

Nutrishe adalah adalah sebuah brand lokal yang berfokus pada produk berkualitas untuk mengatasi setiap permasalahan penampi",882144,24504,1960320000
78668069,"Bulu mata Ertika","ertikaeyelash",113643,204,4.806551,272778,8092,2034,"KAB. PURBALINGGA","Tidak","Ya","Ya",58,9615,0,"Menjual Bulumata palsu dengan kualitas premium, dengan harga termurah! 
* Bulu mata tempel, bulu mata tanam & Lem bulu mata
* % Real Pic dan % Handmade
*Cocok untuk aktivitas sehari-hari, wedding",2263232,62868,5029440000
